./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  54,   8, 508,   1,  64,   1,   8,    777663,    780450,    742215,    804703,    777696,    774757,    788973,    765983,    789106,    804703,    776216,    771461,    757169,    742215,    767751,    795128,    804171,    779640,    781475,    763531,    744561,    798242,    781259,    789218
laplap-unstr-naive                  ,    double, 512, 512,  54,   8, 508,   7,  64,   1,   8,    660226,    661506,    647789,    667706,    661758,    657170,    664725,    647789,    664381,    662922,    652704,    660835,    652667,    665982,    665874,    659109,    661850,    651290,    664596,    665802,    661163,    661016,    655181,    667706
laplap-regular-idxvar               ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    271915,    272545,    266607,    275861,    272489,    268562,    274871,    270499,    270254,    275861,    272601,    270854,    274825,    269168,    273849,    273804,    273135,    266607,    269870,    272712,    271591,    272447,    274521,    269778
laplap-unstr-idxvar                 ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    384790,    384692,    381917,    388106,    384546,    386064,    388106,    386307,    383704,    385572,    386583,    386926,    384831,    385422,    385093,    384554,    383878,    381917,    384283,    383525,    384262,    383253,    383373,    383603
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    371525,    371796,    368728,    374940,    373640,    372487,    370340,    370829,    368728,    369857,    371506,    370198,    371564,    369131,    372192,    372069,    372095,    374940,    373298,    369589,    373645,    373197,    371523,    369681
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    442210,    442526,    438105,    446074,    442638,    440045,    441698,    442413,    443998,    439956,    440527,    440538,    440642,    443039,    445288,    446074,    438105,    443777,    441484,    442942,    444196,    444512,    440505,    441826
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    441636,    442356,    438458,    444327,    442977,    443310,    441067,    442608,    439446,    441084,    444327,    439760,    439663,    441170,    442510,    442461,    440392,    442746,    438458,    443398,    442998,    441463,    440633,    442252
laplap-unstr-idxvar-comp            ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    374280,    374297,    371615,    376511,    373046,    376359,    373666,    373643,    373080,    375822,    374881,    375129,    371615,    373713,    376430,    371718,    375778,    373064,    373662,    376511,    376474,    376011,    372140,    372851
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    333847,    334296,    330238,    338057,    333933,    332833,    335175,    331713,    330238,    337336,    334741,    333222,    334694,    335361,    338057,    336158,    333067,    334462,    334131,    333747,    331194,    334585,    331998,    330302
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    385382,    385281,    382515,    387989,    383544,    386672,    385001,    385134,    385082,    385216,    386944,    384059,    386000,    385428,    386662,    382515,    386422,    387989,    383919,    383740,    385169,    384469,    387037,    386629
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    375299,    375446,    371681,    379594,    374500,    376676,    373182,    375505,    374110,    379594,    379086,    377925,    371681,    375938,    373010,    376439,    372701,    373672,    376257,    374953,    376167,    372315,    377712,    374552
laplap-unstr-idxvar-shared          ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    383421,    383070,    380753,    387925,    383989,    386397,    387925,    382371,    381750,    387900,    384856,    382054,    383202,    382440,    384568,    381499,    381099,    380753,    383793,    384982,    382939,    382573,    381573,    381764
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  55,   8, 508,   1,  64,   1,   1,    333107,    332762,    329752,    338317,    335088,    330165,    334423,    329752,    333897,    332417,    332221,    333752,    332683,    334452,    332164,    332539,    332840,    331593,    332319,    336456,    333042,    331341,    332685,    338317
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  55,   8, 508,   1,  64,   1,   8,    434340,    434494,    431114,    438954,    438954,    432434,    433230,    432298,    435156,    435695,    432760,    434979,    435372,    435306,    434125,    433223,    433455,    434104,    434765,    437511,    434223,    433319,    431114,    434775
laplap-unstr-naive                  ,    single, 512, 512,  55,   8, 508,   7,  64,   1,   8,    504600,    504228,    502566,    506995,    504574,    506995,    505699,    503674,    503680,    504816,    504782,    505802,    504259,    505182,    503413,    505225,    503936,    504369,    502566,    502774,    505865,    506734,    504088,    503569
laplap-regular-idxvar               ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    402790,    404849,    385788,    414595,    408625,    398374,    393776,    401917,    385788,    398036,    402360,    404975,    404723,    412727,    397203,    407381,    408712,    414127,    391357,    411869,    400129,    392949,    414595,    406185
laplap-unstr-idxvar                 ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    569783,    571298,    546611,    587377,    552954,    584789,    557580,    567981,    574429,    578510,    586002,    587377,    582340,    558192,    574614,    575858,    576034,    581347,    564031,    566149,    546611,    562006,    563381,    555478
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    534567,    533330,    513308,    552886,    535687,    535374,    519192,    533916,    526640,    513308,    536035,    551368,    534808,    539813,    544245,    529598,    541688,    519358,    533636,    530972,    552886,    530578,    543182,    539062
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    617501,    618658,    597549,    635383,    612357,    622486,    624275,    619332,    614897,    617265,    628981,    597883,    628002,    614415,    621422,    610929,    605322,    616104,    610100,    623088,    632251,    597549,    635383,    617983
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    594192,    604140,    564275,    615132,    605721,    597731,    586294,    576083,    574406,    564275,    614913,    606085,    602558,    615132,    607994,    588078,    610697,    608355,    587536,    578793,    606782,    607885,    574725,    569787
laplap-unstr-idxvar-comp            ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    567301,    568220,    552226,    579968,    562266,    569458,    579968,    565219,    571068,    573617,    572891,    568167,    569999,    574908,    557049,    570144,    564023,    563865,    566983,    573256,    563322,    567178,    552226,    560416
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    537620,    538912,    524175,    545906,    538775,    535371,    545906,    541564,    539381,    536911,    542032,    524175,    537947,    530144,    543394,    544338,    539049,    531522,    544048,    530458,    530561,    537457,    536488,    542881
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    588608,    591652,    576390,    604672,    592084,    591694,    592133,    598021,    579172,    595452,    597764,    591610,    577244,    584820,    581131,    588396,    582476,    604672,    589518,    594710,    576390,    596280,    579381,    579218
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    563293,    565192,    550741,    574404,    570167,    550741,    558773,    563754,    565756,    574404,    571057,    562343,    561958,    565097,    573713,    563340,    558561,    566867,    565538,    551581,    566902,    558554,    565286,    551473
laplap-unstr-idxvar-shared          ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    574455,    575912,    557575,    583604,    570434,    582191,    568914,    583604,    575240,    573960,    561581,    577399,    577762,    576065,    577038,    557575,    575305,    576520,    579656,    579936,    571573,    569581,    574499,    580274
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  55,   8, 508,   1,  64,   1,   1,    548533,    558766,    498927,    581405,    581405,    558674,    533818,    563936,    562794,    570572,    530552,    511470,    575127,    560977,    580991,    542977,    559353,    546689,    558709,    509345,    535921,    558824,    529596,    498927
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  55,   8, 508,   1,  64,   1,   8,    776448,    779622,    750186,    796979,    778820,    796979,    751187,    768658,    757035,    793490,    775959,    795299,    754334,    773666,    750186,    779473,    790220,    779770,    791418,    793810,    782551,    764593,    764455,    787050
laplap-unstr-naive                  ,    double, 512, 512,  55,   8, 508,   7,  64,   1,   8,    682832,    682508,    670615,    698490,    678316,    670941,    693424,    687630,    681618,    684342,    685262,    682510,    682507,    676478,    682491,    670615,    681606,    684004,    678288,    681645,    686965,    687648,    681864,    698490
laplap-regular-idxvar               ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    269724,    269906,    265061,    275804,    268587,    268467,    267883,    272503,    269260,    267643,    272369,    268049,    268198,    265061,    275804,    270620,    270698,    266266,    269388,    270552,    272814,    271654,    267632,    271034
laplap-unstr-idxvar                 ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    376590,    376898,    371055,    380015,    374663,    378042,    377037,    375848,    376759,    379834,    374338,    380015,    373952,    378632,    375452,    378121,    371504,    376571,    379789,    377779,    379617,    376129,    371055,    376659
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    373902,    374624,    370871,    376988,    372349,    376910,    375619,    373346,    371934,    374898,    375289,    371351,    375659,    373475,    371625,    374967,    373309,    376988,    371957,    375783,    374349,    375519,    370871,    371834
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    446547,    446286,    444546,    449408,    444953,    446182,    449059,    448316,    446974,    448006,    445326,    445425,    446391,    445754,    445788,    445707,    449408,    445891,    448354,    444546,    446835,    446531,    445742,    445753
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    440442,    440978,    435562,    443505,    443377,    440902,    438794,    442114,    443048,    440991,    438006,    439319,    440992,    438409,    443087,    442053,    440965,    443505,    438065,    438072,    435562,    439818,    440326,    441432
laplap-unstr-idxvar-comp            ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    381911,    382212,    377685,    385196,    382047,    382905,    380261,    383892,    381339,    384237,    377685,    380725,    381377,    381224,    379948,    383784,    379258,    385196,    383425,    382376,    383528,    381687,    379841,    383480
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    337717,    337712,    333465,    340554,    336775,    333465,    337261,    335498,    337758,    339722,    340554,    338516,    335258,    336354,    339018,    338452,    340364,    339839,    338406,    337380,    338043,    337674,    337272,    336734
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    385955,    386021,    382838,    388452,    384234,    383459,    385303,    386745,    385732,    384720,    386814,    385791,    386251,    385216,    387466,    387742,    386152,    382838,    385007,    387198,    387551,    388452,    387264,    385159
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    377235,    377572,    374188,    381109,    377715,    377670,    377277,    375598,    376671,    377987,    379447,    376864,    374188,    377997,    381109,    379441,    377572,    375894,    378584,    376664,    375660,    375982,    377572,    374800
laplap-unstr-idxvar-shared          ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    397240,    397246,    392621,    403468,    397029,    399166,    397480,    396295,    395242,    392876,    394970,    396307,    402446,    403468,    399047,    398847,    395729,    397462,    394671,    397455,    392621,    399483,    395647,    398563
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  56,   8, 508,   1,  64,   1,   1,    343247,    343783,    334734,    348137,    342794,    344446,    343767,    344501,    341885,    340853,    345367,    342993,    342742,    348137,    342475,    343943,    334734,    346215,    345487,    342059,    345011,    342936,    343799,    340795
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  56,   8, 508,   1,  64,   1,   8,    437079,    437192,    433505,    443049,    436565,    437050,    434629,    433505,    437988,    437891,    435244,    437065,    443049,    436385,    436633,    435015,    438849,    439439,    437334,    435344,    438998,    439365,    437416,    433824
laplap-unstr-naive                  ,    single, 512, 512,  56,   8, 508,   7,  64,   1,   8,    511801,    511803,    509272,    513486,    512070,    511799,    513486,    512032,    511208,    512445,    512540,    510982,    512094,    510262,    511494,    512478,    511864,    512079,    512257,    509272,    511536,    511494,    513107,    511523
laplap-regular-idxvar               ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    407680,    405974,    378888,    425320,    399745,    407737,    399559,    378888,    417136,    425320,    423594,    408107,    406487,    400901,    404188,    418117,    404800,    404826,    413953,    407760,    397222,    414485,    396715,    424067
laplap-unstr-idxvar                 ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    559008,    551718,    533424,    587944,    551340,    584874,    558460,    562509,    564055,    564851,    587944,    543599,    538972,    576286,    543920,    533424,    556797,    559515,    569887,    556322,    555569,    566007,    546859,    558973
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    552085,    552516,    527786,    568785,    527786,    568785,    554379,    544099,    562499,    550051,    548434,    548249,    558974,    536735,    560938,    550653,    556446,    547565,    536008,    558720,    551655,    558836,    553843,    567054
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    616785,    617790,    598968,    630487,    601034,    606637,    612953,    627463,    608046,    629014,    624699,    615390,    604846,    628293,    612849,    614672,    623804,    611075,    630487,    598968,    620191,    615387,    623221,    626672
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    595596,    593996,    568184,    616920,    590426,    600159,    610555,    595029,    616920,    585375,    614335,    579069,    608284,    614248,    596178,    594837,    602673,    585902,    606786,    591815,    591708,    568184,    578467,    580971
laplap-unstr-idxvar-comp            ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    568489,    570531,    550877,    580398,    574228,    575113,    550877,    572023,    578462,    559033,    571347,    569264,    572677,    550964,    579470,    580398,    569649,    559861,    565744,    566975,    575569,    568605,    559807,    569715
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    541396,    540344,    528815,    553117,    535660,    536433,    537973,    540167,    532522,    535353,    551373,    542615,    546515,    546749,    543965,    538073,    541461,    528815,    537587,    548069,    551654,    553117,    529638,    550184
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    591764,    592813,    575289,    603061,    588102,    581940,    597861,    591073,    590092,    590016,    593470,    588644,    597126,    596746,    600586,    583828,    582947,    590703,    598761,    603061,    595553,    597327,    592156,    575289
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    576976,    578432,    564138,    590423,    574178,    583555,    567199,    564904,    573719,    580125,    575139,    576858,    570915,    564138,    582423,    577082,    580621,    584873,    577341,    581890,    574111,    590423,    579522,    580501
laplap-unstr-idxvar-shared          ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    583187,    583313,    569381,    595983,    591461,    591250,    579574,    581340,    595983,    570394,    580697,    584092,    569381,    585226,    595643,    574389,    579703,    588324,    576526,    580829,    587344,    587664,    582534,    581387
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  56,   8, 508,   1,  64,   1,   1,    553340,    560356,    504375,    575240,    575240,    552221,    507363,    563792,    550800,    567255,    549476,    566478,    566444,    561146,    517670,    551536,    566376,    555956,    573611,    556748,    550395,    570363,    559565,    504375
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  56,   8, 508,   1,  64,   1,   8,    769768,    772430,    732375,    795771,    769575,    777399,    774220,    762268,    771899,    775478,    762802,    795771,    732375,    756541,    743636,    792229,    787054,    782611,    769694,    764927,    759813,    773600,    770504,    772962
laplap-unstr-naive                  ,    double, 512, 512,  56,   8, 508,   7,  64,   1,   8,    693923,    694843,    686974,    700255,    697175,    686974,    693328,    693038,    694866,    697091,    694820,    697222,    699096,    695489,    688112,    691679,    687449,    700255,    696754,    693857,    694581,    696933,    692324,    687413
laplap-regular-idxvar               ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    285443,    285252,    281635,    290956,    281635,    284407,    283466,    287413,    284970,    290956,    288093,    286037,    284304,    281980,    284114,    283034,    288110,    284150,    287102,    286430,    284933,    288256,    285571,    283900
laplap-unstr-idxvar                 ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    404889,    404833,    399337,    409218,    402944,    407884,    405004,    407409,    404026,    404029,    407444,    406131,    407014,    399337,    409218,    403734,    402585,    404662,    403621,    405293,    408561,    402468,    404566,    401844
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    383076,    383016,    380539,    386240,    382108,    385108,    382731,    384490,    385457,    381080,    384348,    383370,    382207,    383295,    386240,    381241,    383177,    382809,    383223,    383898,    380539,    382608,    381039,    382547
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    477782,    478006,    473322,    481610,    479793,    476992,    478238,    477366,    474524,    481610,    475252,    477202,    478419,    474331,    480272,    478365,    473322,    478339,    478293,    480379,    477674,    480485,    478761,    476023
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    449863,    450640,    445711,    453937,    450911,    450983,    449438,    445711,    451881,    449832,    451577,    450652,    449639,    446698,    451996,    452617,    452235,    448582,    446869,    450628,    453937,    448319,    446430,    448319
laplap-unstr-idxvar-comp            ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    394276,    394680,    390414,    398162,    393840,    393596,    391897,    392321,    395187,    394292,    394400,    394961,    395036,    391270,    394209,    392243,    395701,    398162,    395076,    396901,    396630,    390414,    395403,    393971
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    354768,    354734,    350433,    359133,    355430,    355559,    354606,    352833,    353065,    356133,    355824,    354333,    353565,    357748,    354011,    354631,    353661,    356666,    356694,    359133,    353354,    354863,    352815,    350433
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    404592,    404456,    402639,    407832,    405102,    404172,    402639,    404169,    403940,    403942,    404594,    402852,    403489,    404013,    405736,    404644,    403354,    407091,    404860,    407832,    404759,    404269,    404985,    405388
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    388300,    388563,    386459,    389472,    389472,    389106,    389089,    389331,    389279,    388838,    387639,    388225,    386459,    387853,    388195,    389180,    389188,    388491,    387020,    386933,    387140,    387437,    388514,    388612
laplap-unstr-idxvar-shared          ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    421358,    421730,    417586,    425835,    419496,    422545,    423128,    422274,    419611,    419540,    421925,    421778,    421555,    421147,    420348,    421034,    425835,    422540,    421682,    417586,    419035,    422344,    424081,    419685
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  57,   8, 508,   1,  64,   1,   1,    344390,    344610,    339665,    351831,    339665,    345408,    344914,    346297,    342608,    343903,    346355,    342681,    344630,    344590,    344983,    351831,    348121,    342860,    342609,    343542,    342993,    345936,    343987,    339883
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  57,   8, 508,   1,  64,   1,   8,    435282,    435091,    431876,    438459,    435226,    433494,    435278,    434747,    436534,    436339,    434835,    436852,    431876,    435247,    435347,    438459,    433470,    431937,    437461,    436916,    435005,    435807,    436013,    434797
laplap-unstr-naive                  ,    single, 512, 512,  57,   8, 508,   8,  64,   1,   8,    526786,    526632,    524888,    529064,    529064,    527976,    527564,    526819,    526793,    527011,    528207,    524902,    528247,    524888,    527375,    526035,    527516,    525845,    525545,    527473,    525959,    526616,    526254,    525637
laplap-regular-idxvar               ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    416416,    416866,    402453,    430465,    418475,    405051,    409468,    425058,    427287,    420684,    412926,    412980,    402453,    424563,    415258,    410565,    409223,    425043,    430465,    422466,    417756,    407920,    421354,    409324
laplap-unstr-idxvar                 ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    583430,    580554,    560917,    601601,    577105,    560917,    575245,    586944,    581433,    574441,    583143,    597282,    576729,    587515,    576744,    601601,    579399,    584003,    592963,    597134,    580029,    584868,    577307,    593801
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    569900,    570303,    533324,    595602,    533324,    595602,    564793,    573856,    580432,    569683,    570923,    582139,    545070,    568077,    583855,    552045,    566261,    560673,    574968,    563180,    558532,    595339,    563962,    595283
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    629491,    629412,    598156,    649709,    627301,    630617,    643326,    627166,    638327,    634267,    628206,    649642,    618223,    640397,    648113,    609682,    649709,    628026,    640165,    598156,    609114,    624847,    617676,    626868
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    635925,    637478,    608536,    664517,    649024,    620002,    620956,    646215,    640963,    618174,    654193,    623474,    633432,    657272,    608536,    628007,    649050,    618899,    620988,    656622,    648434,    625756,    664517,    633992
laplap-unstr-idxvar-comp            ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    583176,    578382,    570836,    591933,    588769,    591866,    585927,    579648,    585108,    588000,    587549,    572019,    577146,    591933,    585380,    589463,    570836,    575190,    591722,    577981,    584505,    587909,    580258,    572305
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    560952,    564621,    539275,    576420,    575206,    540378,    559590,    565052,    554656,    576420,    572989,    557485,    564190,    554867,    567317,    566168,    567585,    539275,    559529,    565328,    546080,    568023,    555646,    563259
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    614865,    615746,    595682,    627229,    627126,    614322,    598954,    615521,    620931,    610014,    625021,    617046,    618119,    614981,    611552,    608213,    614445,    595682,    627229,    613414,    596807,    622792,    623068,    622055
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    587939,    587227,    576913,    607318,    578631,    600151,    577984,    579326,    589209,    588631,    586709,    601746,    579604,    584308,    594217,    587455,    593972,    587745,    607318,    591947,    579902,    576913,    586237,    586772
laplap-unstr-idxvar-shared          ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    613601,    612767,    601584,    631071,    612960,    614891,    618517,    606448,    606114,    622331,    618011,    628108,    612574,    612552,    605982,    608819,    608640,    609674,    603168,    601584,    624314,    620458,    605804,    631071
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  57,   8, 508,   1,  64,   1,   1,    578632,    578057,    558885,    613508,    571885,    593293,    577943,    558885,    563268,    570897,    586178,    562836,    583377,    587943,    591266,    613508,    573679,    603614,    568981,    589915,    566891,    568592,    561520,    578171
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  57,   8, 508,   1,  64,   1,   8,    783553,    787568,    748652,    832832,    748652,    764819,    799570,    768657,    763483,    785750,    794036,    796170,    801256,    757612,    800181,    787593,    787544,    766718,    793996,    783944,    801791,    772372,    832832,    764078
laplap-unstr-naive                  ,    double, 512, 512,  57,   8, 508,   8,  64,   1,   8,    711473,    712143,    701442,    717919,    711931,    704418,    712355,    711600,    713124,    703728,    712696,    715825,    711995,    717919,    710835,    710731,    716539,    711725,    715045,    707872,    717635,    705547,    701442,    716497
laplap-regular-idxvar               ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    283228,    283722,    277395,    288860,    281923,    288860,    284021,    283150,    282813,    278365,    284161,    281887,    286221,    283896,    283139,    281439,    283549,    284929,    281138,    284744,    282691,    277395,    285293,    284947
laplap-unstr-idxvar                 ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    402507,    403040,    399118,    405907,    402893,    403894,    401598,    399609,    404356,    404919,    401525,    402574,    404815,    405907,    401276,    402280,    403188,    403407,    399935,    399118,    400635,    401017,    403330,    403867
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    395644,    395592,    391508,    398892,    397538,    397062,    394081,    397621,    394487,    398636,    394189,    394546,    393609,    393472,    398182,    392644,    393454,    395823,    397128,    398274,    398892,    395095,    396638,    391508
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    460127,    460421,    455503,    463722,    460329,    463722,    458998,    458861,    460421,    463219,    459692,    457897,    458438,    462120,    462381,    457169,    455503,    459796,    459148,    461203,    460455,    460421,    461635,    461136
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    450386,    450419,    446862,    455214,    448612,    450485,    452524,    448802,    450749,    448851,    450256,    449352,    450353,    451291,    449975,    451770,    446862,    449329,    448244,    450724,    449709,    452460,    452149,    455214
laplap-unstr-idxvar-comp            ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    390609,    390265,    388933,    395486,    391059,    393197,    389051,    390879,    390929,    390398,    389192,    390355,    388967,    390118,    388985,    388964,    388933,    393227,    389595,    390132,    392147,    395486,    389719,    390855
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    355256,    355192,    352346,    357798,    357138,    354560,    355782,    355158,    353548,    355458,    354708,    355676,    357798,    354223,    353415,    353815,    356334,    357366,    356671,    357185,    352346,    353601,    356366,    353972
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    405954,    406095,    401659,    408475,    406564,    407926,    408267,    404069,    407141,    404927,    405992,    405135,    406458,    406260,    405860,    401659,    408475,    407978,    406198,    404211,    405036,    405701,    405573,    405648
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  58,   8, 508,   8,  64,   1,   8,    390849,    390914,    388032,    393410,    391939,    391543,    389793,    391939,    391022,    390849,    389773,    391928,    390617,    388032,    393243,    388726,    391211,    390205,    393410,    391621,    388749,    390050,    391978,    390355
