./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-regular-idxvar               ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    247238,    246385,    234481,    268910,    252761,    244081,    255344,    250924,    242773,    234481,    268910,    243507,    236645,    260302,    243330,    246791,    245249,    239019,    250821,    244674,    245979,    250669,    249311,    239193
laplap-unstr-idxvar                 ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    350690,    351136,    338042,    361091,    354326,    353283,    356436,    351153,    361064,    348120,    348796,    346013,    361091,    351925,    348134,    350815,    353347,    339803,    350731,    351456,    338042,    345349,    358421,    345493
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    347584,    351222,    327271,    359309,    327271,    345550,    351078,    353075,    354152,    330101,    343915,    344440,    356473,    349552,    358624,    352937,    348848,    351365,    332384,    352717,    351420,    347369,    359309,    341109
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    375814,    377238,    358970,    394575,    380680,    378730,    390226,    358970,    364968,    387128,    385349,    391452,    374987,    386237,    368583,    375745,    362402,    369977,    363933,    359009,    369040,    379068,    394575,    375224
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    382721,    383834,    365766,    400816,    393143,    365766,    392606,    377390,    400816,    396711,    393014,    367732,    380454,    369894,    386568,    378669,    373757,    384913,    375544,    385621,    382756,    377558,    389404,    382113
laplap-unstr-idxvar-comp            ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    350364,    349344,    332523,    364394,    353431,    359837,    344861,    352925,    363017,    346527,    347950,    332523,    360911,    355699,    352160,    341459,    344931,    356939,    347549,    348626,    364394,    344988,    342943,    345620
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    332975,    332586,    317553,    349813,    341991,    323441,    331858,    339473,    327349,    345745,    343250,    325069,    334299,    325709,    349813,    331123,    329915,    331431,    325471,    338561,    336263,    327143,    334049,    317553
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    362458,    364593,    347283,    374467,    374467,    362661,    354325,    368067,    365851,    363874,    354476,    359231,    365312,    355663,    359093,    367708,    368406,    359634,    372554,    355344,    367420,    358403,    347283,    369382
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    356183,    354119,    349025,    365472,    351667,    359504,    356803,    355360,    353890,    356117,    352517,    358676,    351012,    349025,    361126,    356571,    356778,    365347,    355606,    365472,    361575,    351419,    355458,    349740
laplap-unstr-idxvar-shared          ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    370610,    372168,    355384,    377770,    368755,    377770,    368369,    373665,    358174,    374581,    371919,    375540,    367867,    355384,    374836,    372869,    371468,    362727,    374428,    371779,    369872,    369696,    376190,    376315
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  34,   8, 508,   1,  64,   1,   1,    347032,    350152,    318691,    366724,    352490,    332963,    363216,    366724,    338510,    338904,    350699,    354571,    344952,    355008,    347814,    343679,    353955,    358513,    356176,    318691,    331033,    355669,    352377,    324693
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  34,   8, 508,   1,  64,   1,   8,    509322,    511620,    491245,    527468,    527468,    514039,    491245,    516755,    498669,    507365,    514625,    512105,    496142,    515652,    508949,    516037,    504355,    510894,    513276,    504313,    512346,    513576,    502897,    505739
laplap-unstr-naive                  ,    double, 512, 512,  34,   8, 508,   5,  64,   1,   8,    434337,    433106,    421279,    445059,    439372,    432584,    439066,    445059,    431626,    440254,    430116,    431811,    438765,    432360,    433365,    437413,    431796,    442063,    434416,    421279,    426601,    431741,    427940,    439110
laplap-regular-idxvar               ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    178601,    178190,    173873,    192781,    181418,    192781,    179873,    178340,    177595,    173873,    179475,    179757,    179889,    174083,    181352,    178696,    175769,    177165,    175060,    180291,    175689,    177736,    177683,    175499
laplap-unstr-idxvar                 ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    247745,    247958,    244494,    249557,    248329,    246618,    247123,    246068,    248440,    249557,    247811,    248710,    248128,    247365,    248837,    247634,    248269,    247100,    247788,    247757,    248868,    247382,    244494,    248621
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    247307,    247586,    244896,    249389,    246550,    247145,    249389,    246474,    248640,    248096,    248150,    247937,    248881,    246889,    248544,    248648,    244896,    245485,    247404,    246977,    247405,    245939,    244927,    247767
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    292447,    292950,    289078,    295232,    293991,    293268,    293215,    290464,    295232,    290491,    293241,    289078,    290465,    291743,    292087,    292800,    293760,    293539,    291308,    292929,    292675,    294186,    291502,    292972
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    286928,    286092,    285018,    288963,    285587,    285634,    288963,    286349,    288314,    286696,    287165,    287300,    285581,    285061,    288621,    287766,    285018,    285915,    287703,    288737,    286470,    286568,    288021,    287083
laplap-unstr-idxvar-comp            ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    249530,    249440,    246552,    251577,    251577,    248914,    249913,    246552,    250761,    250260,    251039,    249709,    249963,    247963,    248846,    250265,    248888,    249770,    246960,    248966,    251086,    249133,    249445,    250598
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    220879,    221238,    217859,    223579,    221482,    221699,    219967,    221233,    220152,    223579,    218115,    221906,    218151,    221296,    221360,    221180,    221306,    220290,    219329,    223496,    221167,    221089,    217859,    222919
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    250325,    250290,    248525,    253324,    249012,    249229,    251105,    252106,    250370,    250750,    251057,    251397,    249927,    250211,    253324,    250095,    248645,    250009,    252474,    249678,    250580,    248525,    248547,    249455
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    242542,    242442,    240572,    244923,    244923,    241171,    243502,    241046,    241749,    242468,    242429,    243359,    242983,    244672,    242265,    241439,    242417,    241314,    242463,    242169,    244161,    240572,    242851,    242877
laplap-unstr-idxvar-shared          ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    260200,    260518,    257040,    262315,    260532,    261021,    260715,    260053,    261839,    260333,    259497,    259683,    261657,    260545,    260881,    259050,    261330,    257870,    260776,    260492,    262315,    259674,    258707,    257040
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  35,   8, 508,   1,  64,   1,   1,    220259,    220881,    215690,    222227,    221350,    219940,    220215,    219199,    220825,    216221,    219939,    219233,    220412,    220986,    221416,    221338,    222227,    220962,    222199,    219860,    220762,    221466,    220937,    215690
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  35,   8, 508,   1,  64,   1,   8,    319992,    320172,    317718,    321765,    321474,    318218,    319161,    320979,    319496,    320170,    320379,    317718,    319699,    319115,    318757,    321582,    320551,    321056,    319808,    321765,    320763,    319134,    319845,    320173
laplap-unstr-naive                  ,    single, 512, 512,  35,   8, 508,   5,  64,   1,   8,    330700,    330845,    329386,    332242,    330943,    332242,    330846,    331861,    331336,    329745,    330318,    332109,    330250,    330560,    330166,    329752,    330844,    329605,    331425,    331752,    329711,    330206,    329386,    330953
laplap-regular-idxvar               ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    258977,    260598,    249130,    267951,    262960,    265347,    252122,    254882,    254774,    267951,    257363,    251542,    257249,    255646,    263306,    258286,    262627,    260169,    263741,    262137,    257819,    261026,    261454,    249130
laplap-unstr-idxvar                 ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    355173,    356045,    333428,    369449,    348822,    359416,    355093,    347368,    369449,    361811,    364589,    333428,    354688,    356997,    367500,    363939,    349418,    350951,    358128,    351750,    346237,    350843,    357431,    355605
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    349936,    349840,    317724,    372284,    365404,    365429,    349199,    356805,    349329,    345390,    340050,    354544,    357696,    343646,    326308,    317724,    346410,    369524,    361374,    336356,    346626,    344267,    350352,    372284
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    382976,    382724,    369420,    403771,    383781,    384280,    371005,    377364,    382047,    381215,    393345,    381279,    375998,    376799,    379095,    399376,    383401,    392763,    369420,    403771,    384357,    387381,    372221,    380632
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    391504,    392331,    376215,    407954,    394480,    385081,    392831,    394340,    395294,    383326,    391246,    407954,    376215,    389447,    393277,    389225,    396287,    392705,    381089,    390711,    396809,    391831,    385926,    402005
laplap-unstr-idxvar-comp            ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    362049,    363898,    345120,    376198,    376198,    350430,    358258,    360267,    371469,    358866,    373225,    363467,    367548,    360822,    352933,    370391,    371461,    357654,    365064,    371546,    349384,    352539,    345120,    364330
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    343706,    340822,    322407,    363504,    359138,    329652,    348087,    322407,    346899,    325550,    357945,    326652,    334007,    360394,    346047,    334744,    349032,    348989,    342956,    342726,    339466,    336142,    359776,    363504
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    378561,    378638,    361046,    391368,    383285,    378432,    389442,    378101,    376100,    391368,    367081,    378332,    377705,    378844,    385088,    377940,    361046,    376899,    382313,    379214,    378034,    380906,    370364,    380733
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    367397,    370070,    348925,    376341,    361760,    369087,    376341,    370806,    367404,    376146,    366195,    348925,    371363,    375756,    370390,    365426,    376054,    371095,    371399,    362781,    369750,    364788,    353545,    358931
laplap-unstr-idxvar-shared          ,    double, 512, 512,  35,   8, 508,   5,  64,   1,   8,    383127,    384430,    362952,    398097,    388506,    395518,    385812,    390402,    362952,    380338,    377750,    384110,    382691,    384486,    389718,    386897,    380264,    380341,    390930,    398097,    384374,    364453,    376000,    378900
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  35,   8, 508,   1,  64,   1,   1,    347393,    337837,    324084,    363197,    324084,    342378,    340820,    356446,    332890,    351590,    355083,    330817,    352872,    360876,    349538,    358785,    363197,    346910,    346138,    341969,    338069,    362768,    335442,    357180
